personLabel,universityLabel,organisationLabel
Bo Kalling,Royal Institute of Technology,Royal Institute of Technology
Bo Lehnert,Royal Institute of Technology,Royal Institute of Technology
Carl Jacob Magnell,Royal Institute of Technology,Royal Institute of Technology
Lembit Sihver,Royal Institute of Technology,Chalmers University of Technology
Svante Linusson,Royal Institute of Technology,Linköping University
Svante Linusson,Royal Institute of Technology,Royal Institute of Technology
Ingvar Lindgren,Royal Institute of Technology,Chalmers University of Technology
Einar Mattsson,Royal Institute of Technology,Royal Institute of Technology
Stig Lundquist,Royal Institute of Technology,Royal Institute of Technology
Bo-Lennart Nelldal,Royal Institute of Technology,Royal Institute of Technology
Fritz Pegelow,Royal Institute of Technology,Chalmers University of Technology
Ove Pettersson,Royal Institute of Technology,Lund University
Magnus Ingelman-Sundberg,Royal Institute of Technology,Karolinska Institute
Hans Ringström,Royal Institute of Technology,Royal Institute of Technology
Stig Lundquist,Royal Institute of Technology,Uppsala University
Kurt Nordström,Royal Institute of Technology,Uppsala University
Arne Johnson,Royal Institute of Technology,Royal Institute of Technology
Einar Stenhagen,Royal Institute of Technology,Uppsala University
Erik Forslind,Royal Institute of Technology,Royal Institute of Technology
Sten Lundin,Royal Institute of Technology,Lund University
Svante Lindqvist,Royal Institute of Technology,Royal Institute of Technology
Hjalmar Granholm,Royal Institute of Technology,Chalmers University of Technology
Måns Ehrenberg,Royal Institute of Technology,Uppsala University
Kim Waldén,Stockholm University,Royal Institute of Technology
Einar Stenhagen,Royal Institute of Technology,University of Gothenburg
Nils Göran Sjöstrand,Royal Institute of Technology,Chalmers University of Technology
Sten Luthander,Royal Institute of Technology,Royal Institute of Technology
Birger Qvarnström,Royal Institute of Technology,Chalmers University of Technology
Lars Ekbom,Royal Institute of Technology,Royal Institute of Technology
Frigyes Reisch,Royal Institute of Technology,Royal Institute of Technology
Lennart Enebo,Royal Institute of Technology,Royal Institute of Technology
Daniel Vare,Stockholm University,Stockholm University
Linda Hinners,Stockholm University,Nationalmuseum
Wendell A. Mordy,Stockholm University,Stockholm University
Conny Östman,Stockholm University,Stockholm University
Mikael Leijon,Stockholm University,Stockholm University
Mikael Leijon,Stockholm University,National Veterinary Institute
Kerstin Jonasson,Stockholm University,Uppsala University
Maja Brus,Stockholm University,Swedish University of Agricultural Sciences
Emelie Cramér-Wolrath,Stockholm University,Q10674565
Sofie Wennström,Stockholm University,Stockholm University
Daniel Ospina,Stockholm University,Stockholm University
Azam Sheikh Muhammad,Chalmers University of Technology,Chalmers University of Technology
Emelie Cramér-Wolrath,Stockholm University,Karolinska University Hospital
Jahangir Khan,Stockholm University,Karolinska Institute
Rolf Sievert,Royal Institute of Technology,Karolinska Institute
Maria Bergström,Stockholm University,Linnaeus University
Mats G Löfdahl,Stockholm University,Stockholm University
Emelie Cramér-Wolrath,Stockholm University,Stockholm University
Jonas Gurell,Stockholm University,Swedish Research Council
Juan C. Acosta Navarro,Stockholm University,Stockholm University
Staffan Nilsson,Stockholm University,Stockholm University
Bo Sommarström,Stockholm University,Museum of Ethnography
Leena Sahlström,Stockholm University,Stockholm University
Jonas Gurell,Stockholm University,Stockholm University
Thuy Bui,Stockholm University,Stockholm University
Tove Slagbrand,Stockholm University,Stockholm University
Kurt Atterberg,Royal Institute of Technology,Royal Swedish Academy of Music
Eirik Frisvold Hanssen,Stockholm University,National Library of Norway
Kenneth Nelson,Stockholm University,Stockholm University
Q65273185,Stockholm University,Royal Institute of Technology
Hanna Eneroth,Stockholm University,National Food Agency
Andreas Larsson,Stockholm University,Stockholm University
Ivar Otto Bendixson,Royal Institute of Technology,Royal Institute of Technology
Christer Fuglesang,Royal Institute of Technology,Royal Institute of Technology
Gunnar Asplund,Royal Institute of Technology,Royal Institute of Technology
Katarina Roos,Stockholm University,Uppsala University
Hannes Alfvén,Royal Institute of Technology,Royal Institute of Technology
Karl Samuelsson,Stockholm University,Gävle University College
Benita Sjögren,Stockholm University,Michigan State University
Thanasis G Tektonidis,Stockholm University,Oxford Brookes University
Tom Everitt,Stockholm University,Stockholm University
Zebin Zhang,Stockholm University,Stockholm University
Hannes Alfvén,Royal Institute of Technology,Uppsala University
Elin Bergeaas Kuutmann,Stockholm University,Uppsala University
Bo Melin,Stockholm University,Karolinska Institute
Ida AK Nilsson,Stockholm University,Karolinska Institute
Sara K. Strandberg,Stockholm University,Stockholm University
Peter Celsing,Royal Institute of Technology,Royal Institute of Technology
Julie E Yonker,Stockholm University,The Open University
Andreas Larsson,Stockholm University,Karolinska Institute
Cilla Söderhäll,Stockholm University,Karolinska Institute
Helena M Skröder,Stockholm University,Karolinska Institute
Robert Schnell,Stockholm University,Karolinska Institute
Alfred Grenander,Royal Institute of Technology,Royal Institute of Technology
Östen Mäkitalo,Royal Institute of Technology,Royal Institute of Technology
Håkan Ottosson,Stockholm University,Karolinska Institute
Roger Strömberg,Stockholm University,University of Cambridge
Chi Zhang,Stockholm University,Stockholm University
Andrew Kentaro Inge,Stockholm University,Stockholm University
Martin Gullström,Stockholm University,Stockholm University
Martin Gullström,Stockholm University,University of Gothenburg
Lina Bertling Tjernberg,Royal Institute of Technology,Chalmers University of Technology
Gunnar Fant,Royal Institute of Technology,Royal Institute of Technology
Roger Strömberg,Stockholm University,Stockholm University
Patrik Karlsson,Stockholm University,Stockholm University
Harry von Eckermann,Royal Institute of Technology,Royal Institute of Technology
Arne Bjerhammar,Royal Institute of Technology,Royal Institute of Technology
Danica Kragic,Royal Institute of Technology,Royal Institute of Technology
Sigbritt Karlsson,Royal Institute of Technology,Royal Institute of Technology
Sigbritt Karlsson,Royal Institute of Technology,University of Skövde
Anders Martin-Löf,Royal Institute of Technology,Stockholm University
M Maercker,Stockholm University,Chalmers University of Technology
Tom Britton,Stockholm University,Stockholm University
Tord Palander,Royal Institute of Technology,Uppsala University
Anders Franzén,Royal Institute of Technology,Royal Institute of Technology
Karl-Birger Blomdahl,Royal Institute of Technology,Royal Swedish Academy of Music
Sune Lindström,Royal Institute of Technology,Chalmers University of Technology
Karl Johan Åström,Royal Institute of Technology,Royal Institute of Technology
Tord Palander,Royal Institute of Technology,University of Gothenburg
Martin Gullström,Stockholm University,Södertörn University
Ida Hed Myrberg,Stockholm University,Karolinska Institute
Lars Israel Wahlman,Royal Institute of Technology,Royal Institute of Technology
Karin Modig,Stockholm University,Karolinska Institute
Fredrik Ljungström,Royal Institute of Technology,Royal Institute of Technology
Abbas Saeed Hakeem,Stockholm University,Stockholm University
Bo G Lindberg,Stockholm University,Stockholm University
Lars E. O. Svensson,Royal Institute of Technology,Stockholm University
Roger Strömberg,Stockholm University,Karolinska Institute
Max Tegmark,Royal Institute of Technology,Massachusetts Institute of Technology
Guy von Dardel,Royal Institute of Technology,Lund University
Chang Liu,Stockholm University,Royal Institute of Technology
Jörgen Weibull,Royal Institute of Technology,Stockholm University
Ulrika Nilsson,Stockholm University,Stockholm University
Axel Hultgren,Royal Institute of Technology,Royal Institute of Technology
Noam Ringer,Stockholm University,Stockholm University
Karl Johan Åström,Royal Institute of Technology,Lund University
Astrid Gräslund,Royal Institute of Technology,Stockholm University
Nils Ryman,Stockholm University,Stockholm University
Heinz-Otto Kreiss,Royal Institute of Technology,Royal Institute of Technology
Nils Ahrbom,Royal Institute of Technology,Royal Institute of Technology
Francisco J A Nascimento,Stockholm University,Stockholm University
Björn Engquist,Royal Institute of Technology,Royal Institute of Technology
Anders Lindquist,Royal Institute of Technology,Royal Institute of Technology
Jakob Mechler,Stockholm University,Stockholm University
Isak Gustaf Clason,Royal Institute of Technology,Royal Institute of Technology
Fredrik Tinnis,Stockholm University,Stockholm University
Jörgen Weibull,Royal Institute of Technology,Stockholm School of Economics
Feng Li,Stockholm University,Stockholm University
Georgia Destouni,Royal Institute of Technology,Royal Institute of Technology
Uno Åhrén,Royal Institute of Technology,Royal Institute of Technology
Waloddi Weibull,Royal Institute of Technology,Royal Institute of Technology
Sven-Gösta Nilsson,Royal Institute of Technology,Lund University
Jukka Corander,Stockholm University,Wellcome Sanger Institute
Traimate Sangsuwan,Stockholm University,Stockholm University
Peter Pohl,Royal Institute of Technology,Royal Institute of Technology
Saina Kishani,Stockholm University,Royal Institute of Technology
Jan-E Bäckvall,Stockholm University,Stockholm University
Astrid Gräslund,Royal Institute of Technology,Umeå University
Dietrich Müller-Hillebrand,Royal Institute of Technology,Uppsala University
Georgia Destouni,Royal Institute of Technology,Stockholm University
Erik Ivar Fredholm,Royal Institute of Technology,Stockholm University
Ali Pour Khavari,Stockholm University,Stockholm University
Mayli Mertens,Linköping University,University of Twente
Fredrik Söderlind,Linköping University,Linköping University
Christian Kowalkowski,Linköping University,Linköping University
Peter Söderkvist,Linköping University,Linköping University
Helge Brandberg,Linköping University,Karolinska Institute
Helge Brandberg,Linköping University,Danderyd Hospital
Samuel Schäfer,Linköping University,Linköping University
Regis Rossi Alves Faria,Linköping University,School of Communications and Arts of the University of São Paulo
Mats Fredrikson,Linköping University,Linköping University
Tobias Samuelsson,Linköping University,Jönköping University
Alexander Lindmaa,Linköping University,Hebrew University of Jerusalem
Christian Kowalkowski,Linköping University,Hanken School of Economics
Hanna Dillekås,Linköping University,University of Bergen
Stefan Gabrielson,Linköping University,Karolinska University Hospital
Sabina Brohede,Linköping University,Linköping University Hospital
Jan Komorowski,Linköping University,Uppsala University
Alexander Sandberg,Linköping University,Linköping University
Zia Ullah Khan,Linköping University,Linköping University
